topic_id,keywords,processed_text_for_model,all_emotion_scores,dominant_emotion,dominant_score,big5_profile_mapped,interpreted_emotion_flavor
106,specific,Explore the emotional landscape surrounding a villain character whose motivations include: specific,"{'sadness': 0.4877051115036011, 'fear': 0.3135664761066437, 'anger': 0.14638753235340118, 'joy': 0.042908165603876114, 'love': 0.007972595281898975, 'surprise': 0.0014599317219108343}",sadness,0.4877051115036011,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
108,pessimism,Explore the emotional landscape surrounding a villain character whose motivations include: pessimism,"{'sadness': 0.37474334239959717, 'anger': 0.31603047251701355, 'fear': 0.26276031136512756, 'joy': 0.03778339549899101, 'love': 0.007221131585538387, 'surprise': 0.0014613589737564325}",sadness,0.3747433423995971,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
109,bullet,Explore the emotional landscape surrounding a villain character whose motivations include: bullet,"{'sadness': 0.4991377592086792, 'fear': 0.3840978443622589, 'anger': 0.09839068353176117, 'joy': 0.01123824343085289, 'love': 0.005942932795733213, 'surprise': 0.00119251967407763}",sadness,0.4991377592086792,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
111,survive,Explore the emotional landscape surrounding a villain character whose motivations include: survive,"{'sadness': 0.7982128262519836, 'fear': 0.08803404867649078, 'joy': 0.07220344990491867, 'anger': 0.03309379145503044, 'love': 0.00750559801235795, 'surprise': 0.0009502095635980368}",sadness,0.7982128262519836,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
112,teardrop,Explore the emotional landscape surrounding a villain character whose motivations include: teardrop,"{'sadness': 0.8350645899772644, 'fear': 0.11702080070972443, 'anger': 0.034527529031038284, 'joy': 0.006772504188120365, 'love': 0.005773402750492096, 'surprise': 0.0008411425515078008}",sadness,0.8350645899772644,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
115,nurse,Explore the emotional landscape surrounding a villain character whose motivations include: nurse,"{'sadness': 0.5111475586891174, 'fear': 0.37713396549224854, 'anger': 0.0898013487458229, 'joy': 0.014180518686771393, 'love': 0.006471376866102219, 'surprise': 0.0012651560828089714}",sadness,0.5111475586891174,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
117,absolute,Explore the emotional landscape surrounding a villain character whose motivations include: absolute,"{'sadness': 0.5786597728729248, 'fear': 0.21884052455425262, 'anger': 0.14573484659194946, 'joy': 0.04466269910335541, 'love': 0.010857654735445976, 'surprise': 0.0012444972526282072}",sadness,0.5786597728729248,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
118,unresolved,Explore the emotional landscape surrounding a villain character whose motivations include: unresolved,"{'sadness': 0.8268325924873352, 'fear': 0.15262143313884735, 'anger': 0.014357867650687695, 'joy': 0.004244552459567785, 'love': 0.0013310210779309273, 'surprise': 0.0006124802166596055}",sadness,0.8268325924873352,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
119,issue ,Explore the emotional landscape surrounding a villain character whose motivations include: issue ,"{'sadness': 0.6465550065040588, 'fear': 0.2651955485343933, 'anger': 0.07112044841051102, 'joy': 0.011645005084574223, 'love': 0.004521035123616457, 'surprise': 0.0009630658896639943}",sadness,0.6465550065040588,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
121,madness,Explore the emotional landscape surrounding a villain character whose motivations include: madness,"{'sadness': 0.635692298412323, 'fear': 0.268433541059494, 'anger': 0.08406329154968262, 'joy': 0.007980297319591045, 'love': 0.002615216886624694, 'surprise': 0.0012153338175266981}",sadness,0.635692298412323,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
122,shark,Explore the emotional landscape surrounding a villain character whose motivations include: shark,"{'sadness': 0.5018987059593201, 'fear': 0.3770469129085541, 'anger': 0.10111220926046371, 'joy': 0.012221199460327625, 'love': 0.006468914914876223, 'surprise': 0.0012520917225629091}",sadness,0.5018987059593201,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
123,hope,Explore the emotional landscape surrounding a villain character whose motivations include: hope,"{'sadness': 0.649169385433197, 'fear': 0.22126014530658722, 'anger': 0.07901890575885773, 'joy': 0.03895546868443489, 'love': 0.010458404198288918, 'surprise': 0.0011376551119610667}",sadness,0.649169385433197,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
125,underlie ,Explore the emotional landscape surrounding a villain character whose motivations include: underlie ,"{'sadness': 0.5340126156806946, 'fear': 0.31595146656036377, 'anger': 0.12603060901165009, 'joy': 0.016758177429437637, 'love': 0.006026390474289656, 'surprise': 0.0012207726249471307}",sadness,0.5340126156806946,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
127,fail,Explore the emotional landscape surrounding a villain character whose motivations include: fail,"{'sadness': 0.8776327967643738, 'fear': 0.07174726575613022, 'anger': 0.04171287640929222, 'joy': 0.006611011456698179, 'love': 0.00170074962079525, 'surprise': 0.0005952873034402728}",sadness,0.8776327967643738,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
128,armor,Explore the emotional landscape surrounding a villain character whose motivations include: armor,"{'sadness': 0.6372365355491638, 'fear': 0.2614849805831909, 'anger': 0.07772860676050186, 'joy': 0.015608510933816433, 'love': 0.006859387271106243, 'surprise': 0.001081967493519187}",sadness,0.6372365355491638,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
131,extravagance,Explore the emotional landscape surrounding a villain character whose motivations include: extravagance,"{'sadness': 0.4351535439491272, 'fear': 0.42213431000709534, 'anger': 0.08139564841985703, 'joy': 0.04931982234120369, 'love': 0.010268951766192913, 'surprise': 0.0017277126898989081}",sadness,0.4351535439491272,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
133,trauma ,Explore the emotional landscape surrounding a villain character whose motivations include: trauma ,"{'sadness': 0.8670350909233093, 'fear': 0.1071014553308487, 'anger': 0.0184380691498518, 'joy': 0.00446104584261775, 'love': 0.0022298581898212433, 'surprise': 0.0007344287005253136}",sadness,0.8670350909233093,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",Haunting Sorrow / Past Trauma Sadness
134,stress ,Explore the emotional landscape surrounding a villain character whose motivations include: stress ,"{'sadness': 0.7776962518692017, 'fear': 0.137512668967247, 'anger': 0.07121337950229645, 'joy': 0.009559610858559608, 'love': 0.00321875954978168, 'surprise': 0.0007993473554961383}",sadness,0.7776962518692017,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",Haunting Sorrow / Past Trauma Sadness
135,earn ,Explore the emotional landscape surrounding a villain character whose motivations include: earn ,"{'sadness': 0.7255159020423889, 'anger': 0.15387912094593048, 'fear': 0.08243732154369354, 'joy': 0.032277610152959824, 'love': 0.0049277241341769695, 'surprise': 0.0009623717633076012}",sadness,0.7255159020423889,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
136,malfunction,Explore the emotional landscape surrounding a villain character whose motivations include: malfunction,"{'sadness': 0.8019188642501831, 'fear': 0.176356703042984, 'anger': 0.016160275787115097, 'joy': 0.00377913611009717, 'love': 0.0009830689523369074, 'surprise': 0.00080198107752949}",sadness,0.8019188642501831,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
138,figure ,Explore the emotional landscape surrounding a villain character whose motivations include: figure ,"{'sadness': 0.5001958608627319, 'fear': 0.38496243953704834, 'anger': 0.08489805459976196, 'joy': 0.0223875530064106, 'love': 0.006360434927046299, 'surprise': 0.0011956067755818367}",sadness,0.5001958608627319,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
140,machine,Explore the emotional landscape surrounding a villain character whose motivations include: machine,"{'sadness': 0.5662591457366943, 'fear': 0.3091614842414856, 'anger': 0.10458088666200638, 'joy': 0.013372334651648998, 'love': 0.005465642549097538, 'surprise': 0.001160584855824709}",sadness,0.5662591457366943,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
141,internal ,Explore the emotional landscape surrounding a villain character whose motivations include: internal ,"{'sadness': 0.6568074226379395, 'fear': 0.25066614151000977, 'anger': 0.07420370727777481, 'joy': 0.011923830024898052, 'love': 0.005356980487704277, 'surprise': 0.001041892683133483}",sadness,0.6568074226379395,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
143,expressionless,Explore the emotional landscape surrounding a villain character whose motivations include: expressionless,"{'sadness': 0.6108342409133911, 'fear': 0.18965503573417664, 'anger': 0.18265853822231293, 'joy': 0.013650757260620594, 'love': 0.0019932673312723637, 'surprise': 0.0012081501772627234}",sadness,0.6108342409133911,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Low', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
144,obtain ,Explore the emotional landscape surrounding a villain character whose motivations include: obtain ,"{'sadness': 0.5124163627624512, 'fear': 0.3032226264476776, 'anger': 0.13844023644924164, 'joy': 0.038010429590940475, 'love': 0.006548999808728695, 'surprise': 0.001361316186375916}",sadness,0.5124163627624512,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
146,switch,Explore the emotional landscape surrounding a villain character whose motivations include: switch,"{'sadness': 0.45147404074668884, 'fear': 0.4158800542354584, 'anger': 0.10812895745038986, 'joy': 0.01750287227332592, 'love': 0.005803870037198067, 'surprise': 0.001210230402648449}",sadness,0.4514740407466888,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
147,work,Explore the emotional landscape surrounding a villain character whose motivations include: work,"{'sadness': 0.6481274962425232, 'fear': 0.20290589332580566, 'anger': 0.11981438100337982, 'joy': 0.02174883894622326, 'love': 0.006330091971904039, 'surprise': 0.0010732361115515232}",sadness,0.6481274962425232,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
149,fire ,Explore the emotional landscape surrounding a villain character whose motivations include: fire ,"{'sadness': 0.4643291234970093, 'fear': 0.3658815622329712, 'anger': 0.1479259580373764, 'joy': 0.013215973041951656, 'love': 0.0073930355720222, 'surprise': 0.0012544497149065137}",sadness,0.4643291234970093,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
153,abuse ,Explore the emotional landscape surrounding a villain character whose motivations include: abuse ,"{'sadness': 0.9124669432640076, 'fear': 0.06356838345527649, 'anger': 0.019757770001888275, 'joy': 0.0020331055857241154, 'love': 0.0015961674507707357, 'surprise': 0.0005775581812486053}",sadness,0.9124669432640076,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
155,tragic,Explore the emotional landscape surrounding a villain character whose motivations include: tragic,"{'sadness': 0.9987261891365051, 'anger': 0.0003773836069740355, 'joy': 0.0002781797666102648, 'fear': 0.00026138301473110914, 'love': 0.0002503289724700153, 'surprise': 0.00010644167196005583}",sadness,0.9987261891365052,"{'Openness': 'Low', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",Tragic Resignation / World-Weary Sadness
157,solve ,Explore the emotional landscape surrounding a villain character whose motivations include: solve ,"{'sadness': 0.6396247148513794, 'fear': 0.22438399493694305, 'anger': 0.10076511651277542, 'joy': 0.027594663202762604, 'love': 0.006480080075562, 'surprise': 0.0011513831559568644}",sadness,0.6396247148513794,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
159,psychopath,Explore the emotional landscape surrounding a villain character whose motivations include: psychopath,"{'sadness': 0.5647421479225159, 'fear': 0.2946292757987976, 'anger': 0.1287902146577835, 'joy': 0.007371556479483843, 'love': 0.002956034615635872, 'surprise': 0.00151073036249727}",sadness,0.5647421479225159,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
160,worker,Explore the emotional landscape surrounding a villain character whose motivations include: worker,"{'sadness': 0.5376634001731873, 'fear': 0.3423861265182495, 'anger': 0.10062225908041, 'joy': 0.012890126556158066, 'love': 0.005238422658294439, 'surprise': 0.0011996811954304576}",sadness,0.5376634001731873,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
161,massacre,Explore the emotional landscape surrounding a villain character whose motivations include: massacre,"{'sadness': 0.5130940079689026, 'fear': 0.36309269070625305, 'anger': 0.11515650153160095, 'joy': 0.005050084553658962, 'love': 0.0024220647756010294, 'surprise': 0.0011846519773826003}",sadness,0.5130940079689026,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
162,bleeding,Explore the emotional landscape surrounding a villain character whose motivations include: bleeding,"{'sadness': 0.8151516914367676, 'fear': 0.14674369990825653, 'anger': 0.0325273722410202, 'joy': 0.0027968180365860462, 'love': 0.002026870148256421, 'surprise': 0.0007535609765909612}",sadness,0.8151516914367676,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
163,strongly,Explore the emotional landscape surrounding a villain character whose motivations include: strongly,"{'sadness': 0.6170353889465332, 'fear': 0.24931326508522034, 'anger': 0.10370728373527527, 'joy': 0.018559079617261887, 'love': 0.010275643318891525, 'surprise': 0.00110929599031806}",sadness,0.6170353889465332,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
165,frail,Explore the emotional landscape surrounding a villain character whose motivations include: frail,"{'sadness': 0.7041881084442139, 'fear': 0.2871866226196289, 'anger': 0.0033792194444686174, 'love': 0.002055137185379863, 'joy': 0.002029344206675887, 'surprise': 0.0011615508701652288}",sadness,0.7041881084442139,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
166,good,Explore the emotional landscape surrounding a villain character whose motivations include: good,"{'sadness': 0.4766349196434021, 'joy': 0.42678263783454895, 'anger': 0.05504554882645607, 'fear': 0.02507605403661728, 'love': 0.01547357626259327, 'surprise': 0.000987142906524241}",sadness,0.4766349196434021,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
167,authority ,Explore the emotional landscape surrounding a villain character whose motivations include: authority ,"{'sadness': 0.46544820070266724, 'fear': 0.3151302635669708, 'anger': 0.15702097117900848, 'joy': 0.05322655662894249, 'love': 0.0077406978234648705, 'surprise': 0.0014334358274936676}",sadness,0.4654482007026672,"{'Openness': 'Low', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
168,immortality,Explore the emotional landscape surrounding a villain character whose motivations include: immortality,"{'sadness': 0.5776431560516357, 'fear': 0.16993902623653412, 'joy': 0.1307699829339981, 'anger': 0.10399248450994492, 'love': 0.01597881130874157, 'surprise': 0.0016765318578109145}",sadness,0.5776431560516357,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
171,cover ,Explore the emotional landscape surrounding a villain character whose motivations include: cover ,"{'sadness': 0.6645945906639099, 'fear': 0.221257284283638, 'anger': 0.08913552016019821, 'joy': 0.017320256680250168, 'love': 0.006685313768684864, 'surprise': 0.0010070169810205698}",sadness,0.6645945906639099,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
173,guilty,Explore the emotional landscape surrounding a villain character whose motivations include: guilty,"{'sadness': 0.9401018619537354, 'fear': 0.03120226226747036, 'anger': 0.02357318066060543, 'joy': 0.003245116211473942, 'love': 0.0014651231467723846, 'surprise': 0.00041260701254941523}",sadness,0.9401018619537354,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
174,fulfill ,Explore the emotional landscape surrounding a villain character whose motivations include: fulfill ,"{'sadness': 0.7008747458457947, 'fear': 0.1382608562707901, 'anger': 0.08781926333904266, 'joy': 0.06258054077625275, 'love': 0.00937845278531313, 'surprise': 0.0010860718321055174}",sadness,0.7008747458457947,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
176,dislike,Explore the emotional landscape surrounding a villain character whose motivations include: dislike,"{'sadness': 0.7658585906028748, 'anger': 0.17528414726257324, 'fear': 0.046289145946502686, 'love': 0.00817263312637806, 'joy': 0.0035511457826942205, 'surprise': 0.0008443325641565025}",sadness,0.7658585906028748,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
177,revive,Explore the emotional landscape surrounding a villain character whose motivations include: revive,"{'sadness': 0.7940440773963928, 'fear': 0.09792323410511017, 'joy': 0.0809996947646141, 'anger': 0.019418977200984955, 'love': 0.006670477334409952, 'surprise': 0.0009435546817258}",sadness,0.7940440773963928,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
178,amuse,Explore the emotional landscape surrounding a villain character whose motivations include: amuse,"{'sadness': 0.6978692412376404, 'anger': 0.1371004283428192, 'fear': 0.09148621559143066, 'joy': 0.06017763540148735, 'love': 0.012393087148666382, 'surprise': 0.0009734019986353815}",sadness,0.6978692412376404,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'High', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
179,sacrifice ,Explore the emotional landscape surrounding a villain character whose motivations include: sacrifice ,"{'sadness': 0.865325927734375, 'anger': 0.06920021027326584, 'fear': 0.03397121652960777, 'joy': 0.02069971151649952, 'love': 0.010176373645663261, 'surprise': 0.000626648950856179}",sadness,0.865325927734375,"{'Openness': 'Low', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",Tragic Resignation / World-Weary Sadness
180,anticipate ,Explore the emotional landscape surrounding a villain character whose motivations include: anticipate ,"{'sadness': 0.6764357686042786, 'fear': 0.2176388055086136, 'anger': 0.06254809349775314, 'joy': 0.03532835468649864, 'love': 0.007023288868367672, 'surprise': 0.001025639707222581}",sadness,0.6764357686042786,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
181,potential,Explore the emotional landscape surrounding a villain character whose motivations include: potential,"{'sadness': 0.5237866044044495, 'fear': 0.3022383749485016, 'anger': 0.11379768699407578, 'joy': 0.050094373524188995, 'love': 0.008764859288930893, 'surprise': 0.001318112714216113}",sadness,0.5237866044044495,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
182,count,Explore the emotional landscape surrounding a villain character whose motivations include: count,"{'sadness': 0.5096561908721924, 'fear': 0.36815527081489563, 'anger': 0.09841664135456085, 'joy': 0.017145251855254173, 'love': 0.005401729606091976, 'surprise': 0.0012248825514689088}",sadness,0.5096561908721924,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
183,lean ,Explore the emotional landscape surrounding a villain character whose motivations include: lean ,"{'sadness': 0.6028259992599487, 'fear': 0.18436621129512787, 'anger': 0.16285450756549835, 'joy': 0.0331236757338047, 'love': 0.015672311186790466, 'surprise': 0.0011572266230359674}",sadness,0.6028259992599487,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
185,grand ,Explore the emotional landscape surrounding a villain character whose motivations include: grand ,"{'sadness': 0.4353415369987488, 'joy': 0.347268670797348, 'fear': 0.11330857127904892, 'anger': 0.09106390923261642, 'love': 0.011133415624499321, 'surprise': 0.0018839495023712516}",sadness,0.4353415369987488,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
188,humanity ,Explore the emotional landscape surrounding a villain character whose motivations include: humanity ,"{'sadness': 0.5674821138381958, 'fear': 0.24483145773410797, 'anger': 0.15132546424865723, 'joy': 0.026254868134856224, 'love': 0.008770674467086792, 'surprise': 0.0013354397378861904}",sadness,0.5674821138381958,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
189,die,Explore the emotional landscape surrounding a villain character whose motivations include: die,"{'sadness': 0.8655896186828613, 'fear': 0.06976921111345291, 'anger': 0.05567369610071182, 'joy': 0.0058959550224244595, 'love': 0.0024739671498537064, 'surprise': 0.0005975330714136362}",sadness,0.8655896186828613,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
190,nature,Explore the emotional landscape surrounding a villain character whose motivations include: nature,"{'sadness': 0.598308801651001, 'fear': 0.2298484891653061, 'anger': 0.14375711977481842, 'joy': 0.01912696100771427, 'love': 0.007826648652553558, 'surprise': 0.0011320135090500116}",sadness,0.598308801651001,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
194,gain,Explore the emotional landscape surrounding a villain character whose motivations include: gain,"{'sadness': 0.6741020679473877, 'fear': 0.1697862148284912, 'anger': 0.12740877270698547, 'joy': 0.022302838042378426, 'love': 0.0053442600183188915, 'surprise': 0.0010558405192568898}",sadness,0.6741020679473877,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
196,discrimination ,Explore the emotional landscape surrounding a villain character whose motivations include: discrimination ,"{'sadness': 0.711922824382782, 'fear': 0.1578379124403, 'anger': 0.11884919553995132, 'joy': 0.006684793159365654, 'love': 0.0036364407278597355, 'surprise': 0.00106884038541466}",sadness,0.711922824382782,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
197,unlike ,Explore the emotional landscape surrounding a villain character whose motivations include: unlike ,"{'sadness': 0.6842846274375916, 'fear': 0.19727389514446259, 'anger': 0.09967666864395142, 'joy': 0.012522333301603794, 'love': 0.0051766023971140385, 'surprise': 0.0010658579412847757}",sadness,0.6842846274375916,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
198,prison ,Explore the emotional landscape surrounding a villain character whose motivations include: prison ,"{'sadness': 0.6273347735404968, 'fear': 0.26282742619514465, 'anger': 0.09196561574935913, 'joy': 0.011636934243142605, 'love': 0.005147351883351803, 'surprise': 0.0010878616012632847}",sadness,0.6273347735404968,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
199,order,Explore the emotional landscape surrounding a villain character whose motivations include: order,"{'sadness': 0.5689346194267273, 'fear': 0.3269873857498169, 'anger': 0.08189722895622253, 'joy': 0.01599125936627388, 'love': 0.00507391570135951, 'surprise': 0.0011155846295878291}",sadness,0.5689346194267273,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
200,joy,Explore the emotional landscape surrounding a villain character whose motivations include: joy,"{'sadness': 0.7274172306060791, 'joy': 0.1434023231267929, 'fear': 0.07059814035892487, 'anger': 0.034597426652908325, 'love': 0.02273067831993103, 'surprise': 0.0012542186304926872}",sadness,0.7274172306060791,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
202,knowledge ,Explore the emotional landscape surrounding a villain character whose motivations include: knowledge ,"{'sadness': 0.4939890503883362, 'fear': 0.32782936096191406, 'anger': 0.13328507542610168, 'joy': 0.03613824397325516, 'love': 0.007311076391488314, 'surprise': 0.001447071204893291}",sadness,0.4939890503883362,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
